filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
13 Reasons Why.mp3,0.28779545426368713,0.02167387679219246,1664.2409290151265,1693.9634052617484,3013.9569162578055,0.09080114713425513,-341.8991394042969,119.68544006347656,-34.954017639160156,11.715201377868652,7.986945629119873,-0.5259943008422852,-5.453473091125488,-11.163625717163086,-13.741707801818848,-5.883182048797607,-1.2139737606048584,5.8262248039245605,-2.2815935611724854,-5.1881818771362305,-13.35075569152832,-7.033622741699219,-9.396831512451172,-0.19780252873897552,-2.0729005336761475,0.04006334766745567,Drama
2 Broke Girls.mp3,0.4139442443847656,0.06719686836004257,2545.1315509577007,2215.1344332992608,4960.6304832511605,0.1580105314675174,-158.50648498535156,84.6865234375,-25.39967918395996,40.83039474487305,-5.438840389251709,9.913640022277832,-4.433264255523682,8.166115760803223,-3.437422752380371,4.998025417327881,0.07332223653793335,5.413409233093262,0.5898255109786987,7.0613908767700195,-3.843799114227295,5.96822452545166,-5.008074760437012,-5.8709635734558105,-3.2674179077148438,0.31093254685401917,Comedia
24.mp3,0.3411594033241272,0.1110568419098854,2631.1662312574185,2570.7671081582766,5726.216190573164,0.13131525844194314,-94.54625701904297,77.89337158203125,0.6595338582992554,24.779293060302734,-2.722066879272461,10.468857765197754,-8.835103988647461,4.691403388977051,-5.835878849029541,8.875231742858887,-6.12541389465332,4.786925792694092,-6.667707443237305,3.762796640396118,-4.380330562591553,4.31358528137207,-3.9598474502563477,3.7808210849761963,-3.5521292686462402,4.660139083862305,Acao
911.mp3,0.5782275795936584,0.0780242308974266,1272.99764078607,1605.714024689661,2551.4466343663676,0.0597564528660221,-205.36795043945312,158.14712524414062,-18.372678756713867,11.182042121887207,9.63056468963623,1.30649995803833,3.262968063354492,13.440481185913086,12.688655853271484,11.88683032989502,-1.9707030057907104,2.3281502723693848,2.469501256942749,11.824833869934082,-1.1496332883834839,1.142854928970337,-2.509917974472046,2.0446319580078125,-6.174469947814941,4.305694580078125,Drama
A Maldicao da Mansao Bly.mp3,0.34637683629989624,0.07029756158590317,1211.087738652281,1507.8475511958618,2302.3444113716623,0.060020423156927245,-234.19915771484375,150.0236358642578,-17.067760467529297,28.260141372680664,11.455418586730957,0.06870069354772568,2.8923373222351074,2.3535258769989014,0.6414276957511902,8.416476249694824,-10.540099143981934,5.218315601348877,-3.649327516555786,0.7206761240959167,-1.759528636932373,5.93001651763916,-0.7329745888710022,6.087806224822998,3.585165023803711,4.832595348358154,Terror
American Gods.mp3,0.431657612323761,0.13925501704216003,1725.7328078442365,2105.691362030579,3842.2101000145126,0.056927471338041796,-172.89927673339844,98.93827056884766,8.661600112915039,29.176666259765625,3.9986579418182373,18.44683265686035,7.482088565826416,12.436822891235352,6.118398666381836,8.775277137756348,-2.138228416442871,3.090165615081787,4.498223781585693,11.55197811126709,3.1835033893585205,4.1058244705200195,-0.2958071827888489,0.37144938111305237,-5.172605037689209,4.680991172790527,Fantasia
American Horror Story.mp3,0.48291662335395813,0.05832594633102417,1668.5461530907703,1980.3360011390844,3418.2709968496033,0.06917796415441177,-292.0899658203125,94.83143615722656,14.874292373657227,31.049856185913086,21.978788375854492,15.645567893981934,9.384693145751953,6.531540870666504,3.2156457901000977,1.4677764177322388,-1.2784258127212524,2.696816921234131,0.5725152492523193,0.7736809253692627,-3.532597303390503,-0.8702399134635925,-1.3464776277542114,2.5030922889709473,0.09668110311031342,-0.4502831697463989,Terror
Arcane.mp3,0.4354965388774872,0.08004193007946014,1164.469417663336,1726.7609135392345,2465.101760533572,0.03254515467782508,-252.2889862060547,148.60765075683594,13.0565767288208,16.99631690979004,18.73033905029297,9.182183265686035,1.4396605491638184,9.434297561645508,4.913388729095459,6.231213092803955,2.4034602642059326,5.303632736206055,2.3909900188446045,7.877408981323242,2.560612440109253,5.76698637008667,0.8918026089668274,2.7977495193481445,0.38388174772262573,0.5201470851898193,Fantasia
Ares.mp3,0.47751250863075256,0.045871444046497345,714.6815377397794,1045.4175091291975,1313.1633753794365,0.02907371283468244,-327.46295166015625,197.14967346191406,-11.171882629394531,20.888973236083984,11.218953132629395,8.791933059692383,-0.3346641957759857,8.21289348602295,8.966800689697266,3.5382838249206543,-3.0790915489196777,-2.2685163021087646,-2.8186540603637695,1.2750006914138794,2.5780959129333496,0.9234011173248291,-1.9662548303604126,0.6088772416114807,-1.2102546691894531,-2.06524395942688,Terror
Arquivo X.mp3,0.21738669276237488,0.05316987633705139,1239.8163817204288,1475.287962877438,1952.2381950827205,0.08570696473490712,-259.2036437988281,160.24066162109375,-19.398500442504883,9.360565185546875,1.4055559635162354,8.772677421569824,-10.38352108001709,-7.624924182891846,-7.198057651519775,2.2356646060943604,-2.1727967262268066,0.6415939331054688,-8.016745567321777,-5.8777666091918945,-4.143526554107666,3.818497657775879,0.26037153601646423,-3.4164514541625977,-8.204028129577637,-0.6665177345275879,Ficcao cientifica
Arrested Development.mp3,0.29201871156692505,0.07290004193782806,1503.3208026082652,1797.625523702484,2925.0408293856967,0.06687065441625917,-244.2251739501953,107.21290588378906,0.11863891035318375,15.285118103027344,-13.69492244720459,-5.970800876617432,-7.303374290466309,-1.796363115310669,-0.6105729937553406,11.911439895629883,3.3872199058532715,5.062343597412109,-1.7318178415298462,0.5610247254371643,-4.945592403411865,-1.982622742652893,-4.7333245277404785,-2.856919765472412,-3.348005533218384,1.7608263492584229,Comedia
